DOI,Keywords
10.1007/s11269-017-1817-0,urban water conservation evaluation;uncertainty theory;uncertain variable;muce method
10.3390/w9120911,conjunctive use of the yellow river and ice floods;irrigation optimal allocation model;water balance;water cycle
10.1007/s11266-016-9814-0,food banks;efficiency;social economy;dea
10.1016/j.ijepes.2014.08.009,sustainable development;transmission and distribution electricity tariff;power grid investment;linkage mechanism
10.1108/md-08-2012-0538,innovation;social economy firms;logistic regression;human capital;spain;social capital
10.3390/su12156076,land use;cover change;ecosystem service value;ecological economic harmony;harbin
10.3390/su12135435,sustainable development goals sdgs;social economy;social and solidarity economy sse;sustainability;local development;basque country
10.3390/su12125107,cooperatives;sustainability;sustainable development goals sdgs;leadership style;transformational leadership;transactional leadership;gender differences
10.1016/j.jhydrol.2019.124298,watershed;geochemistry;landscape;socioeconomic indices;remote sensing;statistical analysis
10.1080/19420676.2020.1718741,social entrepreneurship;rural entrepreneurship;social capital;social economy;mountainous areas
10.3390/su12020500,social economy;sustainable development;ecosystems;public policies;sdgs
10.1002/agr.21608,cooperatives;debt;gender;returns
10.3390/w11081718,water resources;assets evaluation;water quality;set pair analysis;wuhan city
10.7203/ciriec-e.95.13002,agroindustrial;agricultural cooperative;technology adoption;technology and competitiveness;information and communication technology;it management;digital transformation;social economy enterprises;agrifood cooperatives
10.1007/s11205-016-1277-6,social efficiency;credit cooperatives;spain;dea approach;truncated regression
10.1088/1755-1315/59/1/012047,
10.3390/en81010558,dynamics of forestland;driving mechanism;climate scenario;simulation
10.1177/0899764014538121,credit unions;social economy;cooperatives;market niche;market accommodation
10.1111/j.1467-9655.2011.01729.x,
10.1007/s10551-010-0578-y,fair trade;market access;notforprofit organizations
10.1016/j.resconrec.2020.105012,nitrogen circle;ecological network analysis;coastal wetland city;ecologicalsocioeconomic network;sustainability
10.1080/03623319.2020.1799174,social economy organization;sustainability;social enterprises;third sector
10.1371/journal.pone.0238475,
10.3389/fbioe.2020.00652,rheumatoid arthritis;nanomedicine;energy conversion;external stimuli;nanotherapy
10.3390/su12062478,women entrepreneurship;women entrepreneurs;cooperatives;social economy;social entrepreneurship;reconciliation practices
10.3390/ijerph17030983,desertification control;project assessment;farmer participation;grazing prohibition project;agropastoral ecotone;china
10.3390/su11246894,social value;social impact;social accounting;social sustainability;social economy;legitimacy;decision making;practice theory
10.3390/su11236563,beijing;urban and rural residents;indirect carbon dioxide emission;stirpat model;influencing factors
10.1007/s10460-018-9873-5,effective altruism;animal protection;animal rights;animal welfare;factory farming;social economy;philanthropy;agrifood movements;social innovation;social entrepreneurship
10.1007/s11269-018-2035-0,water resources;soil erosion;farmland;interval fuzzy;songhua river watershed
10.1080/09540962.2016.1266152,privatization;public services;public service mutuals psms;social economy
10.1007/s11628-011-0132-8,social enterprise;social entrepreneur;new trends;social market
10.1177/0042098020972654,anchor institutions;cityregionalism;local economic development;social economy;urban policy
10.3390/su12104254,system dynamics;water resources;sustainable use;tianjin;water quantity and quality
10.1016/j.comcom.2020.03.014,intelligent transportation system;pattern recognition;image processing;fcm algorithm
10.22230/anserj.2020v11n1a373,charities;nonprofits;social economy;research agendas;covid19
10.3390/su11226388,public procurement;sustainability;social economy;public sector
10.3390/w11071380,dry;wet conditions;potential evapotranspiration pet;standardized precipitation evapotranspiration index spei;poyang lake basin
10.1097/md.0000000000014708,coronary heart disease angina;protocol;systematic review;xuefu zhuyu decoction
10.3390/su11020407,belt and road initiative;coupling coordinated degree;morans i;spatial panel data model;social economy connection;energy environment connection
10.3390/e20090715,regional water resources;sustainability;system comprehensive evaluation;information theory;relative entropy
10.1109/access.2018.2882576,particulate matter pm;visible light communication vlc;wavelengthdivision multiplexing wdm;rgbled;color sensor
10.1016/j.jrurstud.2017.04.007,social economy;social enterprises;social networks;social reproduction;ethnography;cooperation
10.1007/978-94-017-7515-1_7,buriti fiber;collection;processing;physicochemical properties;applications
10.1016/j.pce.2016.06.004,land use change;water balance;cge model;zhangye city
10.1007/s12665-015-4244-7,meteorological input;hydrologic modeling;hydrologic process;sensitivity analysis;model calibration
10.1016/j.geoforum.2014.09.003,south africa;social enterprise;craft;power;empowerment;representation
10.3138/cpp.2011-062,cooperative development;public policy;social economy;policy development;legislation development;community economic development
10.1017/s0896634600001874,
10.1007/s11628-011-0130-x,
10.5897/ajar11.1268,sustainability assessment;analytic hierarchy process model;delphi method
10.1007/s11269-008-9322-0,dhmho;moisture transformation and dissipation;water balance;hotan oasis
10.1007/s11769-003-0065-9,ecological security prewarning;fuzzy optimization;prewarning model;anhui province
10.1080/0969229022000021835,community currency;social economy;social inclusion;lets;private money;currency competition;alternative economy
10.1002/dac.4643,big data technology;detection system;information communication;network security
10.3390/su12155908,cooperatives;wine sector;ecoinnovation;environmental proactivity;performance;spain
10.3390/su12124837,tourism destination governance;social economy;sustainable development;collaborative platforms;hospitality territories
10.1080/09654313.2019.1578338,si regime;si ecosystem;regional vulnerability;institutional context;social innovation;welfare regime;social economy;social organizations
10.1007/s12517-020-5217-z,steeply inclined coalrock mass;dynamic instability characteristics;numerical calculation;physical modeling experiment
10.1007/s11356-020-08033-7,environmental investment;comprehensive benefit;gray relation analysis;analytic hierarchy process;delphi method;fuzzy evaluation model
10.1080/19420676.2019.1705378,institutional innovation;regional development;social economy;social innovation;sociological institutionalism
10.1080/15623599.2018.1462442,corporate social responsibility;economy performance;sustainable development
10.1080/08935696.2020.1780669,antagonistic economy;community land trusts;diverse economies;recovered factories;social enterprise
10.1155/2019/4053718,
10.7203/ciriec-e.97.13046,andalusia;cooperative societies;territory;emigration;spatial regression
10.3390/en12061137,voltage sag;rms;ksvd;lssvm
10.7203/ciriec-e.95.13001,donationbased crowdfunding;social causes;digital platforms;fundraising campaigns;sustainable social economy organizations
10.1108/vjikms-12-2018-0118,sme;crowdfunding;startups
10.1016/j.jclepro.2018.08.026,water conservation;linear optimization model;dynamic inputoutput model;policies simulation;economic development
10.3390/su10030852,social impacts assessment;social impacts coefficient;sustainable manufacturing;employee productivity
10.26687/archnet-ijar.v12i1.1295,formal housing;social facilities;community halls;worship facilities;social interaction
10.1038/hdy.2016.21,
10.1016/s2212-5671(15)01448-3,social economy;social enterprises;tourism;development regions
10.3138/cpp.2013-012,political economy;social economy;purchasing policies;subnational procurement;canada and the european union comprehensive economic and trade agreement ceta
10.1007/s11442-007-0487-x,changsha;urban land expansion;influencing factors;dynamic mechanism
10.1332/0305573022501674,social economy;third sector;local governance;regeneration
10.1016/s0743-0167(99)00062-5,
10.1002/asl.1001,climate warming;frequency;heat waves;intensity;urban heat island;variance analysis
10.1016/j.rcim.2020.101964,social manufacturing;resource configuration;dynamic community;multilevel optimization
10.2166/ws.2020.057,comprehensive evaluation model;geographical detector;shiyang river basin;water resource carrying capacity wrcc
10.1111/raq.12442,economy;employment;environment;public administration;society
10.1111/ijsw.12422,food insecurity;green economy;green social work;community practice;communitybased participatory research;china
10.1007/s11356-019-06745-z,water environment;extended stirpat model;partial least squares
10.3390/rel11040199,chinese temples;cultural tourism attraction;kano model;dematel technique;main factor categories;attribute classifications;influential network relationships
10.18089/tms.2020.160405,senior tourism;social tourism;senior experiences;motivations;oec model;tourism experiences
10.7203/ciriec-e.97.14148,social innovation;third sector;public sector;qualitative analysis;social economy;territorory
10.1016/j.marpolbul.2019.05.004,ecological environment changes;anthropogenic activity;a dated sediment core;daya bay
10.1080/01431161.2018.1478465,
10.24818/18423264/52.3.18.10,forgotten effects;delphi analysis;social economy
10.1080/02255189.2017.1294052,social and solidarity economy;cooperative movement;workers selfmanagement;latin america;venezuela
10.1166/asl.2017.9928,green technology;sustainability;environment
10.1007/s11356-017-8483-x,carbon budget;scenario;the guanzhongtianshui economic region
10.1007/978-981-10-5657-4_6,ambient air pollution;mortality;chinese;adults
10.1080/01431161.2016.1268283,
10.1016/j.soscij.2016.09.002,welfare mix;social economy;social economy organizations seos;state;market
10.1002/nml.21204,social economy organizations;social activity;economic performance;resources;structural equation model
10.1007/s10551-014-2408-0,economy of mutuality;market economy;social economy;social enterprise;microfinance institutions;common good;financial sustainability;social outreach;poverty alleviation;corporate social responsibility
10.1080/23303131.2015.1134742,cooperativism;employees;labor conditions;social economy;third sector
10.1016/j.proeps.2012.01.018,kunming city;carrying capacity of water resourcesccwr;system dynamic model sd;scenario simulation
10.1007/s10551-010-0575-1,alternative trade;certification;cooperatives;development;fair trade;licensing;nonstate regulation;social economy
10.4028/www.scientific.net/amr.113-116.488,water carrying capacity;fuzzy comprehensive evaluation;indicator system;river basin in arid zone
10.5558/tfc82031-1,sustainability;natural forest conservation program;nfcp;forest management;tianshan mountain
10.1111/apce.12310,
10.1016/j.techfore.2020.120223,three sectors development;labor employment;synergy
10.3390/ijerph17155523,multilayer weighted;principal component analysis;urban rainstorm disaster;risk assessment
10.1016/j.marpol.2020.103924,marine exploitation;comprehensive benefit;marine industry;china
10.2112/si103-209.1,ocean power generation;new energy vehicles;energy demand;evolution
10.2112/jcr-si115-084.1,big data;marine tourism development;perception difference
10.3390/su12072665,ageing;health;nonprofit organizations;public policies;social economy;sustainable development goals;volunteering;wellbeing
10.1007/s11266-020-00198-6,cooperatives;political activism;social capital;entrepreneurship capital partial least squares pls
10.9781/ijimai.2019.09.001,gamification;pedagogical model;social economy;social seducement;teamwork
10.7203/ciriec-e.97.11043,corporate social responsibility;social economy;cooperatives;stakeholders;sustainability reports;profitability;performance
10.1080/02626667.2019.1645957,urbanization;underlying surface and river system;hydrological changes;rose diagram;suzhou city;china
10.1016/j.pce.2017.06.011,climate change;impact assessment;poverty reduction;rural poor
10.1016/j.egypro.2017.11.099,traditional residence;night ventilation;passive cooling;energy saving
10.1080/01603477.2015.1099446,history of economic thought;theory of interest;negative interest rates;john maynard keynes;silvio gesell;keynesianism;heterodox economics
10.1002/er.3313,zerocarbon;scenario analysis;nuclear power;integrated model;japan
10.1097/ta.0000000000000548,major amputation;upper extremity;replantation;algorithm
10.1007/s11442-014-1127-x,population;suitability;coordination;provincial scale
10.1016/j.proeng.2012.01.803,yellow river basin;ecological quality evaluation;index system;evaluation factors
10.1080/00856401.2011.582672,city;slums;communalism;violence;child vigilantism
10.1111/apce.12294,forest and pasture commons;social economy;social enterprises
10.1080/07352166.2020.1814677,
10.1111/apce.12279,cooperatives;degeneration;isomorphism;regeneration;social economy;social enterprise;social innovation
10.3390/pr8040472,chemical production;evolutionary game;safety management
10.1111/apce.12264,social economy;social enterprise;social investment;social innovation;welfare state
10.7203/ciriec-e.98.14161,agroecology;cooperatives;brazil;sustainable development;social and solidarity economy
10.3390/su12020462,corporate sustainability;cooperatives;measuring scale;ecuador
10.1109/access.2020.3032462,emergency services;government;internet of things;neural networks;indexes;neurons;covid19;bp neural network;government emergency;emergency management;intelligent evaluation system
10.1080/09654313.2019.1615037,spatial dimension;resilience;social economy;social capital and governance
10.1285/i20356609v12i2p297,social enterprise;social economy;participatory democracy;cooperations;social care
10.1371/journal.pone.0206230,
10.3390/su10093236,drought risk;drought indicator;cloud model;principle of maximum entropy;certainty degree;kunming city
10.1111/grow.12244,
10.1007/s10551-016-3192-9,credit unions;crisis period;financial efficiency;social economy financial institutions;social efficiency
10.1111/apce.12196,outlook for the mixed economy;social economy;cooperatives;nonprofit organizations
10.3390/su10020559,primary education;regional differences;spatial accessibility;sustainable development
10.1007/s11266-016-9822-0,associations;social economy;social impact;social security;welfare state
10.1007/s11266-017-9844-2,social enterprises;welfare state;transition;serbia
10.1093/cdj/bsv053,
10.1080/10807039.2016.1229119,waterenvironmental risk assessment;dpsir model;index system;the beijingtianjinhebei region
10.1016/j.procs.2017.11.090,project planning;project control;social economy;literature review
10.3390/su8121272,national nature reserves;sustainability;ecological footprint method;traffic light method
10.1007/s11069-015-2065-3,natural disasters;emergency materials;materials reserve;measures optimization
10.1016/j.aaspro.2016.02.135,biophysical monitoring;growth;maize;sustainability
10.1080/15567249.2015.1004383,forecasting;maritime;material transportation;public transportation;railway
10.1177/0263774x15614151,social enterprise;regeneration;localism;utilitarianism;social finance;neoliberalism
10.1177/0263276414566643,affect;bataille;financial crisis;financial innovation;veblen
10.1016/j.sbspro.2013.08.646,social inclusion;social economy;vulnerable groups;social innovation;economic crisis
10.1177/146499341201200402,family;gender;unpaid work;care;social policy;development context
10.1016/j.proeng.2011.12.658,hazardous waste;rfid technology;gprs technology;gis technology
10.3233/ch-2010-1314,atrial fibrillation;thromboembolism;stroke;anticoagulants;risk;prognosis;aged
10.2495/wm080241,resource recovery;community recycling;participatory management
10.1021/acsomega.0c03285,
10.1097/md.0000000000023242,knee osteoarthritis;needle knife;protocol;sodium hyaluronate;systematic review
10.7203/ciriec-e.100.17712,second degree cooperativism;olive oil;innovation;training;corporate social responsibility csr;integration;internationalization;organic production
10.1016/j.exis.2020.05.018,indigeneity;settler colonialism;resource governance;labrador;land claims
10.1007/s11769-020-1156-6,ecological security;complex ecosystem;spatiotemporal evolution;spatial difference;wanjiang city belt wcb
10.2112/jcr-si104-093.1,water resources;lorentz curve;gini coefficient;matching degree;yangtze river economic belt
10.3390/su12145635,social economy;social accounting;fishermen guilds;sustainability;indicators;sdg
10.7203/ciriec-e.98.15905,social economy;entrepreneurship;university;knowledge;technological revolution
10.1108/jmd-05-2019-0180,organizational commitment;measuring scale;cooperative movement;ecuador
10.1186/s12906-019-2800-5,gastrointestinal cancer;selfcare;chemotherapy;quality of life;fatigue
10.1109/jstars.2020.2974896,census data;machinelearning ml algorithms;multisource geospatial data;population mapping;residential geoobjects;spatialization
10.7203/ciriec-e.97.14108,fragmentation of knowledge;discrimination;social economy;social innovation;cooperative values;sugarcane;mexico
10.3390/su11226237,competition;cooperation;water resource exploitation;game model;poyang lake basin
10.1016/j.ocecoaman.2019.104841,fishermens associations;smallscale fisheries;participatory firm;social economy;residual income
10.7203/ciriec-e.96.12723,social enterprises;journalistic enterprise;nonprofit organization;journalism;social economy
10.1007/s00704-018-2630-2,
10.1016/j.ecolind.2019.01.047,water quality model;water periods;change trend;water pollution accident;drinking water source area
10.1111/spol.12482,coconstruction;coproduction;france;narrative analysis
10.1109/access.2019.2942647,accidents;clustering algorithms;roads;bayes methods;classification algorithms;safety;logistics;traffic safety;kmeans clustering;bayesian networks;black spot identification
10.1007/s11266-018-0013-z,social economy;bolivia;solidarity economy;community economy;social enterprise
10.1007/s11266-017-9942-1,equality;gender;segregation;social economy
10.3390/su10113899,migration pattern;census data;gravity models;china
10.1002/jid.3363,employeeowned firms;non employeeowned firms;stakeholder theory;shareholder theory;social economy;spain
10.3390/ijerph15071437,hazardous material transportation;fatal accidents;normal distribution;fn curve;safety programmes
10.1108/k-05-2017-0156,decisionmaking;evidence theory;national natural science foundation;twodimensional evidence framework;twodimensional evidence theory
10.1080/17480930.2016.1214405,tailings;tailings dams;nonsaturated properties;soilwater characteristic curve;safety factor
10.1186/s12888-016-1088-y,ecological migrants;mental disorders;epidemiology;mainland china
10.1007/s11628-012-0173-7,credit risk;cooperative firms;financial information;financial service institutions
10.1080/08985626.2012.670912,russian civil society;social economy;crossborder cooperation;finnishrussian cooperation;social entrepreneurship;postsoviet transformation
10.1023/a:1023086923232,old order amish;community values;sustainable agriculture;collaborative landuse planning;oppression;social transformation;community economic development;legalpolitical
10.1007/s11769-002-0001-4,socioeconomic development;landuse change;planning economy;reform and openup economic system
10.3390/ijerph17239091,xinjiang;socioeconomic impact;scenario analysis;system dynamics;transboundary river basins
10.1080/13545701.2020.1821078,social enterprise;social innovation;racial capitalism;racialized people;community development;solidarity economy
10.1155/2020/9394639,
10.1002/ldr.3754,community stability;hydrophilic polyurethane;plant functional diversity;plant taxonomic diversity;soil microorganisms
